,date,title,summary
157,16 February 2016,Scaling Up Climate Action through Value Chain Mobilization,"The adoption of the Paris Agreement on 12 December by 195 governments is a major turning point in the global fight against climate change. To date, 190 governments have committed to speci..."
158,8 February 2016,Intelligent Assets: Unlocking the Circular Economy Potential ,The impending digital transformation of the Fourth Industrial Revolution holds the potential to redefine the very basis of our materials-reliant industrial economy. Enabled by the interne...
159,2 February 2016,World Economic Forum Annual Meeting 2016: Mastering the Fourth Industrial Revolution,"At the Annual Meeting 2016, under the theme Mastering the Fourth Industrial Revolution, technology shifted from a supporting role to the spotlight. More than 2,500 participants from all w..."
160,28 January 2016,How to Realize Returns on Health,"After demonstrating in Maximizing Healthy Life Years that health can have a positive return on investment, the 2016 report How to Realize Returns on Health shows how to tackle the silent ..."
161,23 January 2016,Internet Fragmentation: An Overview,A thriving and open Internet provides the foundation for the fourth industrial revolution. There has been growing concern that the Internet may be in danger of splintering into a series o...
162,22 January 2016,Digital Transformation of Industries,The DTI initiative is a multi-year project examining the opportunities and challenges that digitalization is creating for business and society.
163,22 January 2016,The E15 Initiative: Strengthening the Global Trade and Investment System in the 21st Century,"World trade has experienced a significant slowdown since the 2008 financial crisis. Over this period, the global ratio of trade expansion to income growth has halved. An effective global ..."
164,20 January 2016,The Impact of Digital Content: Opportunities and Risks of Creating and Sharing Information Online,"The Global Agenda Council on Social Media white paper to be launched at the Forum's Annual Meeting 2016, The Impact of Digital Content: Opportunities and Risks of Creating and Sharing Inf..."
165,20 January 2016,Digital Media and Society: Implications in a Hyperconnected Era,The Digital Media and Society report is a main output of The World Economic Forum’s The Shaping the Future implications of Digital Media for Society project. The report explores our chang...
166,19 January 2016,The New Plastics Economy: Rethinking the future of plastics,"bBy 2050 oceans are expected to contain more plastics than fish, and the entire plastics industry will consume 20% of total oil production and 15% of the annual carbon budget."
167,19 January 2016,The Future of Electricity in Fast-Growing Economies ,Electricity markets in fast-growing economies face different challenges than those in more mature markets. Mature markets with stable demand for electricity are transitioning to a more su...
168,18 January 2016,The Future of Jobs,"Skills and jobs displacement will affect every industry and geographical region, but losses can be offset by job growth in key areas."
169,15 January 2016,Global Agenda Council on Risk & Resilience: Resilience Insights,"To inform the debate on how to strengthen resilience against a variety of global risks, the Global Agenda Council on Risk &amp; Resilience has embarked on a series of resilience-use cases..."
170,14 January 2016,The Global Risks Report 2016,"Now in its 11th edition, The Global Risks Report 2016 draws attention to ways that global risks could evolve and interact in the next decade."
171,1 January 2016,Global Energy Architecture Performance Index Report 2016,"The Energy Architecture Performance Index (EAPI), developed by the World Economic Forum in collaboration with Accenture, aims to provide an additional set of data to help leaders benchmar..."
