,date,title,summary
168,Fourth Industrial Revolution,'Personalized DJ' plays songs to match your mood,"Machine learning is now breaking into the music industry, with its very own 'DJ' AI which creates personalised playlists for you based on behaviour and mood."
169,Global Innovation Index  · Global Innovation Index 11 Dec 2019,Light-up tattoos use electronics printed right onto skin,"This new technique is delicate enough for human skin, which could enable technologies such as high-adhesion, embedded electronic tattoos, and bandages tricked out with patient-specific bi..."
170,Blockchain,Brain-controlled exoskeleton helps paralyzed man walk again,"Combining robotics and the human brain, together we can beat paralysis as these scientists from France are demonstrating with an exoskeleton suit that uses brain signals to control a four..."
171,Adrien Ogée and Soichi  Furuya 11 Dec 2019,This technology helps smartphones plot location in areas where GPS systems fail,"Connected devices can now share position information, even in noisy, GPS-denied areas."
172,Innovation,These researchers are turning plastic bottles into prosthetic limbs,Rethinking how we use resources such as throwaway drinks containers could have many benefits – including helping to improve the lives of amputees around the world.
173,Leanne Kemp 10 Dec 2019,Flying high: how India could lead the world in drones,"From healthcare to environmental monitoring, drones can help meet critical societal needs in India in a cost-effective way."
174,India,Why India can show us how to achieve growth with purpose,India is one of the world’s fastest-growing large economies and aims to grow to a $5 trillion economy by 2024. But its corporations also have an opportunity to become leaders in growth wi...
175,Pranjal Sharma 09 Dec 2019,Automation and robotics could have a surprising impact on climate crisis,"With at least 50% of current jobs capable of being automated, will more robots lessen or increase global warming? Car manufacture and agriculture can give us an insight."
176,Corruption,"
              Fourth Industrial Revolution
            ","
              Explore the latest strategic trends, research and analysis
            "
177,Carlos  Santiso 09 Dec 2019,The 3 traps when it comes to blockchain and business - and how to avoid them,Myths and misunderstandings about how to use and benefit from blockchain could disadvantage businesses looking to adopt the emerging technology.
178,Cities and Urbanization,This new gel could put out forest fires before they start,Researchers have found a way to reduce the severity of wildfires - by spraying vegetation with an environmentally benign gel-like fluid.
179,Alex  Ryan · Quartz 09 Dec 2019,Here’s how virtual reality can help post-traumatic stress sufferers,Researchers at Cardiff University have found that virtual reality technology can help veterans suffering from PTSD. The sessions aim to eliminate cognitive avoidance—a coping strategy tha...
180,Fourth Industrial Revolution,What India's extraordinary growth and future can teach global leaders,India and its diverse 1.3 billion population can become a $10-trillion economy in the next 15 years.
181,Derek O'Halloran 06 Dec 2019,This is how India can become the next Silicon Valley,"India is renowned as an outsourcing destination, especially for technology companies. In the Fourth Industrial Revolution, can it reinvent itself as a leader of tech development and innov..."
182,Innovation,The 5-trillion-dollar question: how can business build a digitally native India?,"To face the challenges and reap the rewards of the Fourth Industrial revolution, India must focus on people and skills."
183,Dan Robitzski · Futurism 05 Dec 2019,India is using hundreds of drones to map the country in incredible detail,"A fleet of 300 drones and AI will create a digital map to be used in planning, development and more."
184,Artificial Intelligence and Robotics,6 things to know about China's historic rise,"China is marking 70 years since the Communist Party took control, a period in which its economy has changed beyond recognition."
185,Rob Matheson · MIT News 05 Dec 2019,Everything you need to know about the 2019 India Economic Summit ,"In New Delhi, the World Economic Forum is hosting catalytic conversations around innovation in South Asia."
186,Agile Governance,Here's how technology is shaping India's workforce,India now has close to 5 million people entering the workforce every year -  and it needs to train them to be relevant for a technology-enabled work environment.
187,Leo M. Tilman and General Charles Jacoby 05 Dec 2019,Track your trash: how São Paulo is reducing waste with technology,São Paulo's innovative waste management program shows how technology combined with legislation and enforcement could be scaled to solve the world's waste problem.
188,Artificial Intelligence and Robotics,A new AI managed to predict a scientific discovery before it happened,"Artificial intelligence has taken its next leap into the fourth industrial revolution. This robot can predict what scientists will discover, based on the learning they did reading past sc..."
189,National University of Singapore · Futurity 04 Dec 2019,3 vital skills for the age of disruption,"Learning agility, resilience and grounded optimism can help us navigate an era of perpetual and constant change."
190,Future of Economic Progress,Smart cities make room for the visually impaired,"Commuting, going for a coffee and shopping all bring challenges for the visually impaired. But smart cities could provide automated information points with tactile maps or audio systems d..."
